model,model_id
M3 CS,972
QX60 Base,1263
Highlander XLE,869
G37 Sport,748
F-PACE S,696
MX-5 Miata Base,1021
M3 Base,971
Wrangler Sahara,1770
X1 xDrive28i,1785
FJ Cruiser Base,706
Sprinter High Roof,1617
Camry XSE,416
M4 Base,977
F-150 Raptor,667
Q5 2.0T Premium Plus,1232
Cayenne GTS,428
GV70 3.5T Sport,791
CX-30 Premium Package,384
Mustang V6,1131
Corvette Base,506
DTS Luxury II,533
Boxster Black Edition,313
C-Class C 300 4MATIC,336
Sky Red Line,1584
Q7 45 Premium Plus,1250
C70 T5,348
S4 3.0T Premium Plus,1465
M6 Base,987
Corvette Base,506
Colorado Z85,474
CR-V Touring,363
M3 Base,971
Cayenne Diesel,425
Civic EX,463
Rover Range Rover P525 Westminster,1417
911 GT3,158
Commander Sport,477
Suburban Premier,1630
Suburban 1500 LTZ,1624
Rover Range Rover P525 Westminster,1417
Highlander Hybrid Limited Platinum,862
Mustang GT Premium,1123
F-150 Lightning XLT,664
Escalade ESV Platinum,605
Durango GT,540
Q5 2.0T Premium Plus,1232
Sequoia Limited,1528
G 550 4x4 Squared Base,740
Silverado 1500 1LZ,1555
TT 2.0T,1655
M3 CS,972
M3 Competition,973
Q5 S line Premium Plus,1238
Rover Range Rover HSE SWB,1413
C-Class C 300 4MATIC Sport,338
Model X Long Range Plus,1104
650 Gran Coupe i xDrive,115
Xterra S,1864
Camry SE,411
F-150 Lariat SuperCrew,662
335 i,51
Mustang GT Premium,1123
F-150 Lariat,661
ATS 2.5L Luxury,242
Rover Discovery Sport SE,1389
Bronco Wildtrak Advanced,330
C-Class C 300,335
MKZ Base,1016
LX 570 Three-Row,934
1500 Laramie,11
Camaro 2SS,402
Expedition Max XLT,640
F-250 Platinum,678
Murano SL,1114
M2 Competition,967
Palisade Limited,1182
XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,1829
XC90 T6 Momentum,1831
Legacy 2.5 GT spec.B,953
Shelby GT500 Base,1534
Rover Range Rover P530 SE LWB 7 Seat,1419
ATS 3.6L Luxury,243
330 i xDrive,49
Expedition EL XLT,635
F-250 Platinum,678
ES 350 Base,570
323 Ci,40
Liberty Sport,961
Martin V8 Vantage Base,1045
Camaro 2LT,401
Gladiator Overland,818
AMG GLE AMG GLE 63 S-Model 4MATIC,229
CX-50 2.5 Turbo Premium Package,388
1500 Laramie,11
M550 i xDrive,985
Taycan Turbo,1681
Corvette Stingray w/1LT,510
GLA 250 Base 4MATIC,764
SL-Class SL 63 AMG,1493
Camaro 1SS,400
Bentayga V8,306
Boxster S,316
650 Gran Coupe i,114
Rover Defender S,1377
911 Carrera,144
G80 3.3T Sport,756
F-250 XLT,682
Ram 1500 ST,1342
RX 350 Base,1321
Aviator Reserve AWD,294
QX60 Base,1263
Camaro 2SS,402
1500 Laramie,11
Tahoe RST,1675
Model X Long Range Plus,1104
Q5 2.0T Premium Plus,1232
Traverse RS,1723
Transit-350 XLT,1719
Cayman GT4,436
MDX w/Technology Package,1006
Q50 3.0t Red Sport 400,1240
Camaro 2SS,402
Santa Fe SEL,1520
540 i xDrive,106
S-Class S 580 4MATIC,1455
Rover Discovery SE,1386
Rover Range Rover Sport HSE,1427
Bentayga Onyx Edition,303
300 Base,32
Boxster S,316
Rover Range Rover Supercharged,1437
Escalade ESV Luxury,604
Escalade ESV Base,603
E-Class E 350 4MATIC,551
GX 460 Premium,795
G80 3.8,757
M4 Competition xDrive,980
GLE 350 Base 4MATIC,772
Seltos S,1526
Explorer XLT,651
GLE 350 Base,771
Odyssey LX,1159
QX30 Premium,1260
Shelby GT350R Base,1533
GX 460 Premium,795
Rover Range Rover P530 SE LWB 7 Seat,1419
F-150 Lariat,661
GLS 450 Base 4MATIC,777
Corvette Stingray w/3LT,512
Genesis 3.8,802
F-250 King Ranch,674
Cayenne S,431
Rover Discovery HSE LUXURY,1383
SL-Class SL 550,1492
Touareg VR6 Lux,1703
Model 3 Long Range,1084
750 i xDrive,134
Frontier SV,733
Corvette Stingray Z51,509
Suburban 1500 LTZ,1624
E-Class E 350 4MATIC,551
Escalade ESV Luxury,604
Camaro 1SS,400
Pathfinder SL,1202
F-150 Lariat,661
911 GT3,158
Macan Base,1029
Sierra 2500 AT4,1547
Sorento LX,1597
A-Class A 220 4MATIC,165
Maybach S S 600,1058
Avalanche 1500 LTZ,281
Rover Range Rover 3.0L Supercharged HSE,1398
Sienna LE,1535
Wrangler Unlimited Rubicon 392,1777
CTS Premium,379
Silverado 1500 LT Trail Boss,1565
Macan S,1031
1500 Limited,12
Durango SRT 392,544
Sequoia Limited,1528
F-250 XLT,682
F-250 Lariat,676
Expedition Max XLT,640
718 Cayman GT4,121
Q70h Base,1255
F-150 Lightning XLT,664
Explorer ST,647
Forester Base,725
4Runner Limited Nightshade,83
A3 2.0 TDI Premium Plus,166
1500 Classic Warlock,10
Rover Range Rover Velar P250 SE R-Dynamic,1440
Terrain SLT-1,1690
F-150 XLT,671
Camaro 2SS,402
Optima LX,1163
370Z Touring,64
Encore GX Essence,593
Model S 100D,1089
Escalade Premium Luxury Platinum,616
SL-Class SL550 Roadster,1496
CTS 2.0L Turbo Luxury,372
Sorento SX Prestige,1603
Q5 S line Premium Plus,1238
Frontier SV,733
ALPINA B7 Base,205
SQ5 3.0T Premium Plus,1507
Panamera 4 Edition,1186
GL-Class GL 450,760
M6 Base,987
Civic Sport,467
Camaro 2SS,402
C-Class C 300 4MATIC,336
Corvette Base,506
328 i xDrive,45
M3 CS,972
M3 Base,971
Q5 2.0T Premium Plus,1232
G-Class G 550 4MATIC,742
X6 xDrive50i,1813
Ghibli S Q4 GranSport,814
911 Carrera,144
ProMaster 3500 High Roof,1220
Town Car Signature,1708
X3 sDrive30i,1789
Tacoma PreRunner,1664
Challenger SXT,450
MX-5 Miata Shinsen,1026
Bronco,317
SQ5 3.0T Prestige,1508
F-TYPE R,699
Macan Base,1029
M2 Competition,967
328 i xDrive,45
F-150 Platinum,666
Model Y Long Range,1109
CX-9 Carbon Edition,391
Explorer XLT,651
Armada Platinum,265
AMG GLA 45 Base 4MATIC,222
Focus ST Base,720
Rover Range Rover 3.0L V6 Supercharged HSE,1399
Suburban 1500 LTZ,1624
XC90 T6 Momentum,1831
F-150 XLT,671
F-150 Lariat,661
AMG G 63 Base,219
Explorer XLT,651
Mustang GT Premium,1123
Bentayga V8,306
M5 Base,983
Z4 2.5i Roadster,1878
Highlander XLE,869
Rover Range Rover Evoque Pure,1407
GX 460 Premium,795
CLK-Class CLK 350,354
GT-R Premium,786
AMG GLE 63 S Coupe 4MATIC,228
AMG C 63 Base,210
Gladiator Overland,818
Avalon Limited,284
Expedition Platinum,641
Tundra SR5 Double Cab,1739
Wrangler Rubicon Hard Rock,1767
Transit-350 Base,1717
ATS 3.6L Luxury,243
GranTurismo Sport,838
AMG GLE 53 AMG GLE 53,227
MDX Sport,1001
Q5 2.0T Premium Plus,1232
Urus Base,1742
Transit-350 XLT,1719
RC 350 Base,1293
AMG GT 53 Base,231
AMG G 63 Base,219
Escalade ESV Platinum,605
Transit-350 Base,1717
Rover Range Rover P525 Westminster,1417
M6 Base,987
Acadia SLE-2,247
Q8 55 Premium Plus,1259
M4 Base,977
AMG G 63 Base,219
M3 Base,971
F-150 XLT,671
Fusion SE,739
S60 Recharge Plug-In Hybrid T8 Inscription,1479
RC F Base,1295
650 Gran Coupe i xDrive,115
S-Class S 63 AMG,1456
AMG G 63 Base,219
A6 45 Premium Plus,188
GLE 350 GLE 350,773
Q7 3.0T Premium Plus,1248
Crossfire Limited,520
Panamera 2,1184
Cayenne AWD,423
911 Carrera S,154
Bentayga S,304
Suburban Premier,1630
Challenger R/T Scat Pack,443
CX-50 2.5 Turbo Premium Package,388
Challenger R/T Scat Pack,443
Sprinter High Roof,1617
X5 M50i,1799
Avalanche 1500 LS,279
Express 2500 Work Van,656
ILX Premium Package,880
Wrangler SE,1769
Legacy 2.5 GT spec.B,953
M5 Base,983
Impreza 2.0i,893
Xterra S,1864
F-150 XLT,671
Grand Cherokee L Overland,844
M5 Base,983
Altima 2.5 S,261
Rover Range Rover P525 Westminster,1417
RX 350 F SPORT Appearance,1323
Rover Range Rover Evoque SE Premium,1411
Model S 85,1092
Escalade ESV Luxury,604
A4 2.0T Premium,170
CC 2.0T Sport,349
530 i,100
911 Carrera S,154
M3 Base,971
Navigator Reserve,1149
XC60 T6 Inscription,1822
F-150 XLT,671
Escalade Sport Platinum,618
340 i,54
A5 2.0T Premium Plus,178
Outback 2.5i Limited,1167
Aviator Reserve AWD,294
F-150 Raptor,667
G-Class G 550 4MATIC,742
CX-9 Touring,394
Tundra Limited,1734
Outback 3.6R Limited,1170
RS 7 4.0T Prestige,1312
Camaro 2SS,402
Armada SL,266
Urus Base,1742
Q60 3.0t Red Sport 400,1246
S2000 Base,1459
Rover Range Rover 3.0L Supercharged HSE,1398
Telluride SX,1686
AMG GLE AMG GLE 63 S-Model 4MATIC,229
Fusion Energi Titanium,734
Silverado 1500 LT Extended Cab,1564
AMG C 63 Base,210
SQ5 3.0T Premium Plus,1507
Traverse LS,1721
QX56 Base,1261
F-150 XLT,671
Rover Defender SE,1378
Maybach S S 600,1058
A8 L 55,203
Mustang GT Premium,1123
CR-V EX,360
Rover Range Rover 5.0L Supercharged Autobiography LWB,1402
1500 Big Horn,5
GLE 350 Base 4MATIC,772
Sportage SX Turbo,1609
Roma Base,1366
330 i xDrive,49
500 Sport,94
GV70 2.5T,790
1500 Big Horn,5
Wrangler 80th Anniversary,1765
Forte LXS,730
AMG E 53 Base 4MATIC,216
Silverado 2500 H/D,1574
AMG GT R,237
Escalade Sport Platinum,618
Focus ST Base,720
Transit-350 XLT,1719
911 Carrera 4S,148
M4 Base,977
Rover Range Rover 3.0L Supercharged HSE,1398
Rover Range Rover Sport HSE,1427
Expedition Limited,637
A5 2.0T Premium Plus,178
AMG GLC 43 AMG GLC 43,223
Escalade ESV Sport,609
Camaro Z28,405
330 i xDrive,49
Wrangler Sport,1772
Tundra SR5 Double Cab,1739
MKZ Reserve,1018
Explorer XLT,651
Ghibli S Q4 GranSport,814
IS 250C Base,885
F-150 Platinum,666
C-Class C 300 4MATIC,336
Wrangler Unlimited 4xe Sahara,1774
Genesis 5,804
AMG S 63 Base 4MATIC,238
911 Turbo S,164
M550 i xDrive,985
C-Class C55 AMG Sport,343
Telluride SX,1686
A5 2.0T Premium,177
Utility Police Interceptor Base,1744
GX 460 Base,793
Bronco Outer Banks Advanced,325
911 Carrera S,154
Model X Long Range Plus,1104
Mustang V6 Premium,1132
Ghibli S GranLusso,812
M4 Base,977
750 iL,135
ES 350 Base,570
Ghost Base,815
Civic Si Base,466
Golf R Base,833
F-150 XL,670
Expedition Limited,637
GLC 300 GLC 300,770
Supra 3.0 Premium,1633
Corvette Base,506
Pathfinder S,1201
S-Class S 550 4MATIC,1452
Rover Discovery Sport SE R-Dynamic,1390
M240 i,969
911 Carrera 4S,148
Suburban LTZ,1629
SL-Class SL 550,1492
F-150 Lariat,661
AMG C 63 S,211
AMG GLS 63 4MATIC,230
Model Y Long Range,1109
Q7 3.0T Premium,1247
Bentayga Onyx Edition,303
Sierra 1500 SLT,1546
A4 2.0T Premium Plus quattro,172
Rover LR4 HSE LUX Landmark Edition,1395
Highlander XLE,869
Yukon Denali,1867
Sierra 2500 Base,1548
Continental GT W12,489
Town Car Signature,1708
G90 5.0 Ultimate,759
S2000 Base,1459
Traverse Premier,1722
Yukon XL SLT,1874
CX-30 Select,385
Rover Range Rover Sport 3.0L Supercharged HSE,1424
Civic EX,463
M3 Base,971
M4 Base,977
F-150 XL,670
Q8 55 Premium,1258
GV70 2.5T,790
F-150 XLT SuperCab,672
Challenger R/T Scat Pack,443
Model Y Performance,1110
M4 Base,977
RSX Type S,1317
Silverado 1500 RST,1570
QX56 Base,1261
F-TYPE R,699
Rover Defender SE,1378
GL-Class GL 450 4MATIC,761
Explorer XLT,651
AMG G 63 Base,219
Explorer XLT,651
ATS 3.6L Luxury,243
SQ5 3.0T Prestige,1508
718 Boxster GTS,119
Bentayga Onyx Edition,303
RSX Type S,1317
IS 350 Base,887
Ghost Base,815
Sorento SX Prestige,1603
Rover Range Rover 5.0L V8 Supercharged,1403
Wrangler Unlimited Sahara,1778
Navigator L Select,1147
GLS 450 Base 4MATIC,777
Crosstrek Premium,524
Express 1500 Cargo,654
RX 330 Base,1320
Model X Long Range Plus,1104
GLS 450 Base 4MATIC,777
A8 L 55,203
Mustang GT Premium,1123
F-250 Platinum,678
M4 Base,977
C-Class C280 4MATIC,341
550 i xDrive,108
Acadia SLT-1,248
CX-9 Touring Plus,395
Suburban LT,1628
Wrangler Unlimited Rubicon,1776
Niro Plug-In Hybrid EX Premium,1156
Rover Range Rover P400 SE SWB,1415
i3 Base w/Range Extender,1893
Pacifica Launch Edition,1179
Challenger R/T,442
Transit-350 XLT,1719
GV80 2.5T,792
Rover Range Rover P400 SE SWB,1415
S6 4.0T Premium Plus,1475
911 Carrera GTS,153
1500 Rebel,14
Camry Hybrid Base,407
Highlander Hybrid Limited Platinum,862
X5 xDrive40e,1805
Durango GT,540
M4 Competition xDrive,980
Rover Range Rover 3.0L Supercharged HSE,1398
325 i,42
M235 i,968
Cayenne Base,424
Titan SV,1698
F-250 King Ranch,674
Navigator Reserve,1149
GLE 350 Base 4MATIC,772
Panamera 4S,1188
Mustang GT,1122
QX80 Base,1267
M4 Base,977
Wrangler Sport,1772
Silverado 1500 Limited LT Trail Boss,1569
Mustang Shelby GT500,1130
GLE 350 GLE 350,773
Envision Essence,595
CLK-Class CLK 350,354
Mustang GT Premium,1123
Mazda3 i Touring,1065
Mustang GT Premium,1123
CX-9 Signature,393
F-150 XL,670
Ghibli S Q4,813
Expedition Max Limited,639
M3 Base,971
Model S P100D,1097
328 i xDrive,45
1500 Big Horn,5
Sierra 1500 SLT,1546
Focus SEL,719
M3 Base,971
750 i xDrive,134
AMG C 43 AMG C 43 4MATIC,207
Corvette Stingray w/1LT,510
Mustang EcoBoost Premium,1121
Silverado 1500 1LZ,1555
Model Y Long Range,1109
911 Carrera S,154
TLX,1640
GX 460 Base,793
Magnum Base,1033
Tucson SE,1727
Mazda3 FWD w/Preferred Package,1059
Pathfinder Silver,1204
Outback 2.5i Limited,1167
Rover Range Rover Velar R-Dynamic S,1443
Tahoe LT,1672
F-150 Platinum,666
Tacoma TRD Sport,1668
SL-Class SL500 Roadster,1495
Tacoma SR5,1666
A-Class A 220 4MATIC,165
Rover Range Rover Velar R-Dynamic S,1443
TT Roadster quattro,1660
S-Class S 450,1449
G90 5.0 Ultimate,759
911 Carrera,144
Envision Preferred,596
Corvette Stingray w/2LT,511
LX 570 Three-Row,934
Suburban 1500 LTZ,1624
750 i,133
330 i xDrive,49
Grand Cherokee L Limited,843
335 i,51
X3 xDrive30i,1791
Accent GLS,251
911 Carrera S Cabriolet,155
GLS 450 Base 4MATIC,777
RX 450h Base,1328
CX-30 Preferred,383
550 i xDrive,108
E-Class E 350 4MATIC,551
LS 460 Base,926
Genesis Coupe 3.8 Track,810
Navigator L Select,1147
ILX Technology Plus Package,881
GX 470 Base,796
Navigator Reserve,1149
911 Carrera S,154
Navigator Reserve,1149
1500 Rebel,14
Stinger GT1,1620
AMG C 63 S,211
Model 3 Long Range,1084
S-Class S 550 4MATIC,1452
650 Gran Coupe i xDrive,115
Corvette Stingray w/2LT,511
Tacoma TRD Sport,1668
Sierra 1500 SLT,1546
Durango SRT 392,544
S-Class S 560 4MATIC,1454
Wrangler Sport,1772
Corvette Stingray Z51,509
Metris Base,1078
Wrangler Unlimited Sport,1779
Q5 2.0T Premium Plus,1232
Metris Base,1078
Tahoe LT,1672
Panamera 4,1185
E-Class E 300 4MATIC,549
Matrix XR,1048
Expedition Max King Ranch,638
Corvette Stingray w/3LT,512
Model S 100D,1089
Explorer XLT,651
Grand Cherokee L Limited,843
M6 Gran Coupe Base,988
LS 500 Base,929
Mustang Bullitt,1119
GLC 300 Base 4MATIC,769
AMG GLE AMG GLE 63 S-Model 4MATIC,229
Model S P100D,1097
Sierra 1500 SLT,1546
Q5 S line Premium Plus,1238
Corvette Stingray w/3LT,512
M4 Base,977
911 Carrera 4S,148
Wrangler Sport,1772
Enclave Leather,591
F-350 XL,691
M550 i xDrive,985
M4 Competition xDrive,980
MDX w/Technology Package,1006
740 i,127
Corvette Stingray w/1LT,510
CLA-Class CLA 250,351
C-Class C 300 4MATIC Sport,338
Model S P100D,1097
Mustang EcoBoost Premium,1121
M4 Base,977
SL-Class SL 550,1492
911 Carrera,144
4Runner SR5 Premium,85
Grand Cherokee L Limited,843
Impreza WRX Sti Special Edition,903
GX 460 Base,793
Accord Hybrid Base,256
330 i xDrive,49
F-150 Limited,665
M4 Base,977
XC60 T6 Inscription,1822
M235 i,968
Escalade ESV Luxury,604
Rover Range Rover Evoque SE Premium,1411
Metris Base,1078
Rover Range Rover Sport 3.0L Supercharged HSE,1424
Sierra 1500 SLT,1546
E-Class E 350,550
X4 M40i,1794
Firebird Trans Am,712
Ram 1500 ST,1342
G-Class G 550 4MATIC,742
AMG GLE 63 S Coupe 4MATIC,228
IS-F Base,889
328 i xDrive,45
AMG GT 53 Base,231
Lancer Evolution MR,945
Suburban 1500 LT,1623
SL-Class SL 550,1492
650 i xDrive,117
Corvette Stingray w/2LT,511
AMG GT 53 Base,231
F-150 Lariat,661
GLS 450 Base 4MATIC,777
Model 3 Long Range,1084
Expedition Max King Ranch,638
A8 L 55,203
Suburban Premier,1630
Mazda6 Grand Touring Reserve,1070
X5 xDrive40i,1806
Rover Range Rover Supercharged LWB,1438
S-Class S 550 4MATIC,1452
Martin V8 Vantage Base,1045
A5 2.0T Premium Plus,178
M3 Base,971
Q70 3.7X,1254
Panamera Base,1189
Outback Limited XT,1173
Sierra 1500 SLE,1543
F-150 Lariat,661
M4 Base,977
Cayman Base,435
LX 570 Three-Row,934
F-250 XLT,682
370Z Touring,64
XE 35t Premium,1834
528 i,98
MKZ Select,1020
Model X Base,1102
AMG GT AMG GT S,234
LX 570 Three-Row,934
GX 460 Premium,795
Suburban 1500 LTZ,1624
Yukon XL SLT,1874
M240 i xDrive,970
Equus Signature,601
Acadia SLE,245
Rover Discovery Sport SE R-Dynamic,1390
Mazda6 i Touring,1074
Cayenne S,431
GL-Class GL 450,760
CTS Luxury,377
Civic EX,463
AMG GT 53 Base,231
Rover Range Rover Evoque HSE Dynamic,1406
Commander Sport,477
F-150 XLT,671
Rover Range Rover Sport HSE,1427
QX80 Luxe,1268
Sportage LX,1605
Corvette Stingray w/2LT,511
M-Class ML 350 4MATIC,964
S-Class S500,1458
A5 2.0T Premium Plus,178
Maxima SV,1056
ATS 2.5L,241
Rover Range Rover Sport HST MHEV,1429
Transit Connect XL w/Rear Symmetrical Doors,1714
Genesis Coupe 3.8 Track,810
ES 350 Base,570
Expedition Limited,637
E-Class E 350 4MATIC,551
Outback 2.5 i Special Edition,1166
Expedition Max King Ranch,638
S6 4.0T Prestige,1476
Gladiator Willys,822
Cayenne Base,424
Suburban Premier,1630
CX-30 Premium Package,384
Escalade Sport,617
Ghost Base,815
Wrangler Unlimited Rubicon,1776
AMG G 63 Base,219
Q5 2.0T Premium Plus,1232
Highlander XLE,869
Cayenne Base,424
Camaro 2SS,402
300 Base,32
F12berlinetta Base,703
F-TYPE R,699
AMG GT 63 S 4-Door,232
Q4 e-tron Sportback Premium,1229
Avalanche 1500 LS,279
Silverado 3500 LTZ,1582
335 i,51
A6 55 Premium,189
Highlander XLE,869
Frontier SV,733
AMG GLE AMG GLE 63 S-Model 4MATIC,229
F-250 Lariat,676
A5 2.0T Premium Plus,178
QX60 Base,1263
Highlander XLE,869
2500 SLT,30
Rover Discovery HSE LUXURY,1383
G-Class G 550 4MATIC,742
M4 Base,977
Huracan LP610-4,874
GLK-Class GLK 350,775
Gladiator Mojave,817
GL-Class GL 450,760
Camry Solara SLE V6,414
Corvette Base,506
Sierra 1500 SLT,1546
Rover Range Rover Sport HSE Dynamic,1428
Wrangler SE,1769
Terrain SLE,1688
F12berlinetta Base,703
A6 55 Prestige,191
E-Class E 350 4MATIC,551
Optima EX,1160
Continental GTC Base,490
IS 350 Base,887
Frontier SV,733
SL-Class SL550 Roadster,1496
Suburban 1500 LT,1623
Camaro 2SS,402
911 Carrera 4S,148
Monte Carlo SS,1111
XT5 Luxury,1857
RX 350 F SPORT Appearance,1323
M3 Base,971
MDX Technology,1003
Wrangler Sport,1772
Explorer Platinum,646
Silverado 1500 LT Crew Cab,1563
Silverado 1500 LT,1562
CLA-Class CLA 250,351
Cayenne Base,424
350Z Enthusiast,58
S-Class S 560 4MATIC,1454
911 Carrera Cabriolet,152
Z4 2.5i Roadster,1878
Rover Range Rover Autobiography,1404
A6 3.0T Premium Plus,185
S-Class S 63 AMG,1456
Pilot EX-L,1211
Model Y Performance,1110
Silverado 1500 Limited Custom,1567
Excursion Limited,628
GLS 550 Base 4MATIC,778
F-250 King Ranch,674
GR86 Premium,781
Model Y Performance,1110
Rover Range Rover Evoque Base,1405
M3 Base,971
Corvette Stingray w/2LT,511
F-TYPE V6 S,702
A5 2.0T Premium Plus,178
A4 2.0T Premium Plus quattro,172
Durango GT,540
911 Carrera 4S,148
Corvette Z06 w/2LZ,514
Tahoe Premier,1674
Q5 3.0T Premium Plus,1234
Sierra 1500 SLT,1546
911 Carrera C2S,150
Corvette Stingray w/1LT,510
SL-Class SL 550,1492
MKZ Hybrid Base,1017
M3 Base,971
911 Carrera 4,145
F-150 XLT,671
Rover Range Rover Sport HSE Dynamic,1428
RX 350 Base,1321
Telluride S,1685
Fusion Hybrid SE Hybrid,737
S3 2.0T Premium Plus,1461
F-250 XLT,682
Explorer XLT,651
Expedition EL XLT,635
Expedition Timberline,642
RX 350 Base,1321
CLA-Class CLA 250,351
Ram 1500 ST,1342
Macan S,1031
Cullinan,530
Wrangler Unlimited Sport,1779
4Runner SR5,84
Sorento EX V6,1595
GX 470 Base,796
AMG G 63 Base,219
Suburban LT,1628
Q7 3.0T Prestige,1249
Tacoma TRD Pro,1667
Rover Discovery Sport SE R-Dynamic,1390
M3 Base,971
M4 Base,977
G-Class G 550 4MATIC,742
Sequoia SR5,1530
Pilot EX-L,1211
M3 Base,971
Rover Range Rover Sport Supercharged HSE,1436
Mustang GT Premium,1123
S-Class S 550 4MATIC,1452
S-Class S 550 4MATIC,1452
X5 M Base,1798
Armada LE,264
Camaro 2SS,402
Highlander XLE,869
California T,398
MKZ Base,1016
C-Class C 300 4MATIC Sport,338
Fusion SE,739
M3 CS,972
Q8 55 Premium Plus,1259
Mustang GT Premium,1123
M4 Competition xDrive,980
M4 Base,977
Cooper S Base,496
QX80 Base,1267
Expedition Platinum,641
Suburban 1500 LT,1623
RX 350 Base,1321
Impreza WRX Sti Special Edition,903
CX-30 Premium Package,384
MKZ Reserve I,1019
M240 i xDrive,970
Durango GT,540
Challenger R/T Scat Pack,443
Suburban LT,1628
4Runner Trail,90
A5 2.0T Premium Plus,178
AMG G 63 Base,219
Silverado 1500 Custom Trail Boss,1558
328 i xDrive,45
Tundra Limited,1734
Challenger R/T Scat Pack,443
2500 Laramie,27
Fusion SE,739
Escalade Luxury,611
Q5 3.0T Premium Plus,1234
Legacy 2.5i Premium,955
Wrangler Sport,1772
SL-Class SL 550,1492
Expedition EL Limited,634
Gallardo LP560-4,799
CTS Performance,378
Acadia SLT-1,248
C70 T5,348
X5 PHEV xDrive45e,1800
Model X 75D,1101
Liberty Limited,959
Z4 sDrive35is,1882
Q3 S line Premium Plus,1227
F-150 XLT SuperCab,672
Rover Range Rover Sport HSE Dynamic,1428
Cayman Base,435
GX 460 Luxury,794
C-Class C 300 4MATIC Sport,338
F-150 Raptor,667
GX 470 Base,796
F-150 XLT,671
Rover Range Rover Sport HST MHEV,1429
911 Carrera,144
Fusion Hybrid SE Hybrid,737
M3 Base,971
RX 350 F Sport Performance,1325
RAV4 TRD Off Road,1292
Charger R/T Scat Pack,455
Tahoe LS,1671
Rover Range Rover Sport HSE,1427
Rover LR4 HSE LUX Landmark Edition,1395
WRX Premium,1760
Accord EX-L,254
Challenger SRT8 392,449
F-250 King Ranch,674
AMG G 63 Base,219
M3 Base,971
Telluride S,1685
Rover Range Rover Evoque R-Dynamic HSE,1408
Suburban Premier,1630
Metris Base,1078
Stinger GT2,1621
Canyon Elevation Standard,418
Rover Range Rover Evoque SE Premium,1411
F-250 XLT,682
RX 300 Base,1319
H3 Base,855
Urus Base,1742
Rover Range Rover Sport HSE,1427
Jetta SportWagen SE,914
M3 Base,971
Santa Fe SEL,1520
RS 7 4.0T Performance Prestige,1311
1500 Laramie,11
Camry XLE,415
GranTurismo Base,836
911 Carrera,144
Escalade Sport Platinum,618
Macan Base,1029
M3 CS,972
Expedition Max XLT,640
Cooper S Clubman Base,497
AMG G 63 Base,219
E-Class E 350,550
Rover Range Rover 5.0L V8 Supercharged,1403
Cayenne Base,424
Sierra 1500 SLE Crew Cab,1544
Ram 1500 ST,1342
SL-Class SL550 Roadster,1496
Explorer XLT,651
SL-Class SL 550,1492
M8 Competition,992
ES 330 Base,569
GX 460 Base,793
Avalanche 1500 LT,280
GL-Class GL 450 4MATIC,761
SL-Class SL 550,1492
Model Y Performance,1110
Silverado 1500 Base,1557
Mustang GT,1122
Bronco Wildtrak Advanced,330
C-HR LE,344
Outback Limited,1172
911 Carrera S,154
Tahoe LT,1672
Charger SRT8,459
AMG C 63 Base,210
Suburban Premier,1630
Utility Police Interceptor Base,1744
M5 Base,983
AMG C 43 Base 4MATIC,209
650 Gran Coupe i xDrive,115
Suburban 1500 LTZ,1624
Monte Carlo SS,1111
IS 350 Base,887
Camaro 2SS,402
Camaro 1LT,399
C-Class C 300 4MATIC,336
E-Class E 350,550
Wagoneer Series III,1763
Pathfinder S,1201
Corvette Stingray w/1LT,510
F-150 Lariat,661
X5 PHEV xDrive45e,1800
F-250 XLT,682
GLC 300 GLC 300,770
F-250 Lariat,676
911 Carrera,144
911 Carrera C2S,150
Mustang GT Premium,1123
M3 CS,972
911 Carrera,144
330 i xDrive,49
Rover Discovery HSE LUXURY,1383
Rover Range Rover Sport SVR Carbon Edition,1433
M3 Base,971
Model X Long Range Plus,1104
Cayenne Turbo S,434
530 i xDrive,101
Suburban 1500 LTZ,1624
